sku,COD,Nombre,Descripcion,Material,Código WEB,,,
80162466192,192,CAP CON LAS LETRAS DE BMW ,"Gorra de alta calidad con las letras de BMW en relieve. Descripción del producto: - Letras de BMW en relieve, impresión a dos colores con borde cortado en naranja. - Gorra de 5 segmentos con ajuste clásico. - Con orificio de transpiración en naranja. - Clip metálico para ajustar el ancho con logotipo en relieve. - Cintas de costura en naranja en el interior.","65% poliéster, 35% algodón, polypiqué ",02080401999902192,,,
80212344451,451,BILLETERA HORIZONTAL UNISEX,BMW BILLETERA BASIC HORIZONTAL,"CUERO, POLIESTER",02240404999907451,,,
80212344452,452,BILLETERA - MONEDERO MODERN PARA DAMA,BMW BILLETERA BASIC MUJER ,CUERO,02240204999907452,,,
80212344453,453,BILLETERA  MODERN  PARA CABALLERO,BMW BILLETERA BASIC HOMBRE,80% PIEL DE VACUNO Y 20% POLIESTER,02240104999907453,,,
80212344454,454,BILLETERA PLANA PARA CABALLERO,BMW BILLETERA FLAT BASIC HOMBRE ,80% PIEL DE VACUNO Y 20% POLIESTER,02240104999907454,,,
80212466212,212,CARTERA BMW PEQUEÑA,"Cartera en formato de bolsillo de cuero.  Descripción del producto: - Piel con estructura en negro por dentro y por fuera. - 2 ranuras para tarjetas, 1 compartimento para billetes. - Forro de raso. - Colgante con cremallera con las letras de BMW. - Bolsa de conservación negra incluida.",100% cuero; forro: 100% poliéster,02240404999907212,,,
80212466214,214,CARTERA FASHION BMW PEQUEÑA AZUL ,"Cartera en formato de bolsillo de cuero. Descripción del producto: - Cuero troquelado de estética saffiano. - 2 ranuras para tarjetas, 1 compartimento para billetes. - Forro de satén. - Colgante de cremallera con las letras de BMW. - Marca de contraste naranja en el interior. - Bolsa de conservación azul incluida.",100% cuero; forro: 100% poliéster,02240404999902214,,,
80212466217,217,CARTERA FASHION BMW CON MONEDERO ,"Cartera de cuero. Descripción del producto: - Cuero troquelado de estética saffiano. - 4 ranuras para tarjetas, 1 compartimento para monedas con botón pulsador, 1 compartimento grande para billetes. - Forro de satén. - Marca de contraste naranja en el interior. - Bolsa de conservación azul incluida.",100% cuero; forro: 100% poliéster,02240404999902217,,,
80212466218,218,CARTERA FASHION BMW SIN MONEDERO ,"Cartera de cuero. Descripción del producto: - Cuero troquelado de estética saffiano. - 4 ranuras para tarjetas, 1 compartimento para billetes, 3 ranuras. - Forro de satén. - Marca de contraste naranja en el interior. - Bolsa de conservación azul incluida.",100% cuero; forro: 100% poliéster,02240404999902218,,,
80212467725,725,CARTERA BMW DE CABALLERO CON BOLSILLO PARA MONEDAS,"Elegante y funcional cartera plegable de cuero con discreto logotipo de BMW. Madein Italy.  Aspectos destacados del producto: - Diseño intemporal en cuero suave. - Funcional gracias a sus 4 compartimentos para tarjetas, 1 compartimento para billetes, 2 aberturas para inserción y un bolsillo para monedas con broche. - Con discreto logotipo metálico de BMW por fuera. - Madein Italy.
","Exterior: 100% cuero; interior: 100% poliéster, logotipo de BMW sin níquel",02240404999907725,,,
80212467726,726,CARTERA BMW DE CABALLERO SIN BOLSILLO PARA MONEDAS ,"Aquí dentro cabe todo: funcional cartera plegable BMW con gran cantidad de compartimentos para tarjetas. Aspectos destacados del producto: - Diseño intemporal en cuero suave y con discreto logotipo de BMW. - Con 14 compartimentos para tarjetas, 1 compartimento para billetes y 3 compartimentos adicionales. - Madein Italy.
","Exterior: 100% cuero; interior: 100% poliéster, logotipo de BMW sin níquel",02240404999907726,,,
80222406537,537,BMW MALETA PORTASACO,"MALETIN PORTATRAJEA CON CREMALLERAS LATERALES, GANCHO DE METAL RESISTENTE Y CINTA BANDOLERA DESMONTABLE. DIMENSIONES: CERRADA 553X254X330 MM Y ABIERTA: 110X55X10CM",100% POLIESTER,02140407999907537,,,
80222413792,792,BMW BOLSO PARA MUJER,PRACTICO BOLSO PARA DAMAS,POLIESTER Y POLIUTERANO,02140407999907792,,,
80222466222,222,HORIZON STUDIOS FOR BMW BOARDCASE ,"Maleta con detalles en piel de alta calidad, batería integrada y ruedas con el diseño de las llantas de BMW. Descripción del producto: - Puede usarse como equipaje de mano. - Discreta rotulación HoriznStudiosforBMW. - Para viajar de forma inteligente: batería integrada con 2 puertos USB, extraíble con un clic. - Detalles de cuero de vachettade alta calidad. - Bolsillo delantero repelente del agua para portátiles de hasta 15"" y otros objetos. - Barra telescópica con las letras de BMW en el botón pulsador. - Ruedas japonesas casi silenciosas que giran en 360°con el diseño de las llantas de BMW. - Interior: forro de nylon hidrófugo de alta tecnología, correas de sujeción, funda de malla con cremallera, bolsa de lavandería de nylon. - Candado TSA.
","Carcasa dura: 100% policarbonato; bolsillo frontal: cuero de vachettaitaliano, nylon hidrófugo de primera calidad; forro interior: 100% poliéster",02140407999902222,,,
80222466223,223,HORIZON STUDIOS FOR BMW TROLLEY ,"Maleta con batería integrada y ruedas con el diseño de las llantas de BMW. Descripción del producto: - Discreta rotulación HoriznStudiosforBMW. - Para viajar de forma inteligente: batería integrada con 2 puertos USB, extraíble con un clic. - Barra telescópica de altura regulable con las letras de BMW en el botón pulsador. - Ruedas japonesas casi silenciosas que giran en 360°con el diseño de las llantas de BMW. - Interior: forro de nylon hidrófugo de alta tecnología, correas de sujeción, funda de malla con cremallera, bolsa de lavandería de nylon. - Candado TSA.
",Carcasa dura: 100% policarbonato; maleta: PVC; forro interior: 100% poliéster,02140407999902223,,,
80222466231,231,RIÑONERA BMW MODERN ,"Riñonera con detalles de cuero. Descripción del producto: - Logotipo de BMW recortado en otro tono. - Cremallera metálica de doble dirección en el compartimento principal. - Bolsillo más pequeño con cremallera en la parte delantera. - Cinturón de longitud ajustable de cinta textil, tiras de cuero en color negro. - Hebilla Click-Lock en metal brillante. - Forro naranja. - Colgante con cremallera con logotipo de BMW.",Material exterior: 100% nailon; forro: 100% poliéster; cuero: 100% cuero de vac,02310404999914231,,,
80222467645,645,BMW BOARDCASE ,"Maleta de mano con ruedas que giran 360º y con el diseño de las llantas de BMW. Descripción del producto: - Puede usarse como equipaje de mano. - Placa de aluminio con el logotipo de BMW en color. - Sistema de ruedas de giro múltiple con el diseño de las llantas de BMW - Forro polisatinadoen color azul de contraste. - Cierre de cremallera revestido e impermeable. - Candado TSA integrado. - Equipamiento interior funcional: compartimento totalmente cerrado y compartimento adicional con cremallera, además de otro compartimento con correas de compresión con cierre FIDLOCK®. ",Material exterior: 100% policarbonato; forro: 100% poliéster ,02140407999915645,,,
80232446745,745,TAZA DE CAFÉ,De procelana,PORCELANA,02090404999901745,,,
80232446746,746,TAZA DE CAFÉ,De procelana,PORCELANA,02090404999901746,,,
80232466204,204,BMW LUNCH CUP THERMO ,Ganadora del Red Dot Design Award 2019: taza térmica con grabado del logotipo de BMW. Descripción del producto: - Taza de acero inoxidable recubierta. - Logotipo de BMW grabado en la tapa. - Con dos recipientes herméticos que se pueden cerrar individualmente. - Mantiene el frío o el calor hasta seis horas. - Ganadora del Red Dot Design Award 2019. ,"Acero inoxidable, plástico",02100404999914204,,,
80242466197,197,BOLÍGRAFO CON LOGOTIPO BMW ,Bolígrafo de diseño minimalista con el logotipo de BMW. Descripción del producto: - Logotipo de BMW en color en el clip. - Mina estándar en azul. - Fabricado en Suiza.,"Plástico, metal",02210404999901197,,,
80242466199,199,BLOC DE NOTAS BMW GRANDE ,Bloc de notas BMW con el logotipo de BMW en relieve. Descripción del producto: - Tapa blanda con el logotipo de BMW en relieve. - 200 páginas interiores en color arena. - Formato DIN A5.,100% papel (FSC) ,02280404999914199,,,
80242472539,539,"BLOC DE NOTAS BMW PEQUEÑO, JUEGO DE 2",Juego de bloc de notas con dos colores y el logotipo de BMW en relieve. Descripción del producto: - Tapa blanda con el logotipo de BMW en relieve. - Bloc naranja con corte en otro tono. - Número de páginas: 80 cada uno. - Formato DIN A6.,100% papel (FSC) ,02280404999916539,,,
80252344458,458,GAFAS DE SOL BMW COLLECTION STYLE,"Ajuste optimo gracias a la especial flexibilidad hacia el interior y el exterior de las patilas. Combina tanto de forma elegante como deportiva, posee proteccion UV-A, UV-B y UV-C hasta 400 mm.",ACETATO Y METAL,02220404999907458,,,
80252411414,414,GAFAS DE SOL BMW UNISEX,"Gafas grises con proteccion 100% frente a la radiacion ultravioleta, filtro 3, bisagras elasticas que se adaptan a la perfeccion de la cabeza, failes de poner y de quitar. Embalaje en estuche con revestimiento de terciopelo, marca denominativa BMW grabada y paño de limpieza de microfibra con logotipo de BMW.",MONTURA DE ACETATO,02220404999907414,,,
80252411415,415,GAFAS DE SOL BMW PILOT UNISEX,"Gafas de sol unisex en forma de avviador de metal y con patillas parcialmente de cuero, posee bisagras easticas que se adpatan a la perfeccion a la cabeza, faciles de poner y de quitar. ","Frente Monel/ patillas de alpaca con elementos decorativos de cuero, extremo de patillas: acetato.",02220404999907415,,,
80252412754,754,GAFAS DE SOL BMW ICONIC.,"Ajuste y comodidad perfectos:
- Gafas de sol extremadamente ligeras y
flexibles, de estilo aviador y cristales con
efecto espejo
Protección excelente
- Protección 100% frente a la radiación
ultravioleta, filtro 3
Detalles de diseño:
- Pin con logotipo BMW en ambas patillas
- Embalaje en caja plegable con cierre
magnético, pin con logotipo BMW, forro
interior y paño de microfibra para limpiar
los cristales -> protección y limpieza
óptimas","Material: Cuadro: Acero inoxidable con acetato (extremos de las patillas), cristales: Nailon",02220404999903754,,,
80252466208,208,GAFAS DE SOL BMW PILOT ,Gafas de sol en diseño de piloto con marco de acero inoxidable y branding de BMW. Descripción del producto: - Marco de acero inoxidable de alta calidad con extremos de patillas de acetato biológico. - Lentes de alta calidad de Zeiss. - Logotipo de BMW en los extremos de las patillas. - Categoría de filtro 3. - Incluye gamuza de limpieza de PET reciclado y caja.,"Marco: acero inoxidable, acetato orgánico; almohadillas de la nariz: silicona quirúrgica; cristal: CR-39 Zeiss; gamuza de limpieza: PET reciclado",02220404999915208,,,
80252466209,209,GAFAS DE SOL BMW PANTO ,"Gafas de sol de estilo panto con montura de acetato orgánico y branding de BMW. Descripción del producto: - Marco de acetato orgánico. - Patillas de acero inoxidable, extremos de patillas de acetato orgánico. - Lentes de alta calidad de Zeiss. - Logotipo de BMW en los extremos de las patillas. - Categoría de filtro 3. - Incluye gamuza de limpieza de PET reciclado y caja.","Marco: acero inoxidable, acetato orgánico; almohadillas de la nariz: silicona quirúrgica; cristal:CR-39 de Zeiss; gamuza de limpieza: PET reciclado",02220404999902209,,,
80262406684,684,RELOJ PULSERA BMW PARA DAMA,"CAJA DE ACERO FINO SATINADA, DIAMETRO 36MM DE ASPECTO ELEGANTE CON MOVIMIENTO DE CUARZO SUIZO RONDA 505. RELOJ DE 3 AGUJAS LUMINOVA, PULSERA NEGRA DE PIEL DE TERNERA SUAVE Y RESALTES RIGIDOS. RESISTENTE A LA INMERSION HASTA 10 ATM.",ACERO FINO,02250204999907684,,,
80262406685,685,RELOJ PULSERA BMW PARA CABALLERO,"CAJA DE ACERO FINO SATINADA, DIAMETRO 42MM DE ASPECTO ELEGANTE CON MOVIMIENTO DE CUARZO SUIZO RONDA 505. RELOJ DE 3 AGUJAS LUMINOVA, PULSERA NEGRA DE PIEL DE TERNERA SUAVE Y RESALTES RIGIDOS. RESISTENTE A LA INMERSION HASTA 10 ATM.",ACERO FINO,02250104999907685,,,
80262406686,686,RELOJ PULSERA BMW DAY DATE DE DAMA,CAJA DE ACERO SATINADA DIAMETRO 35 MM DE ASPECTO ELEGANTE CON MOVIMIENTO DE CUARZO SUIZO DAY DATE RONDA 706. RESISTENTE A LA INMERSION DE AGUA HASTA 5 ATM,ACERO FINO,02250204999911686,,,
80262406687,687,RELOJ PULSERA CON DISEÑO DE RIÑON DE DAMA,"CAJA DE ACERO FINO DIAMETRO 28 MM CON FILIGRANA Y DE ASPECTO ELEGANTE, MOVIMIENTO DE CUARZO SUIZO RONDA 785. RESISTENTE A LA INMERSION HASTA 5 ATM",ACERO FINO,02250204999915687,,,
80262406689,689,RELOJ PULSERA BMW DAY DATE PARA CABALLERO,CAJA DE ACERO FINO SATINADA CON DIAMETRO DE 42 MM DE ASPECTO ELEGANTE CON MOVIMIENTO DE CUARZO SUIZO DAY DATE RONDA 706. RESISTENTE A LA INMERSION HASTA 5 ATM,ACERO FINO,02250104999907689,,,
80262406690,690,RELOJ DE PULSERA CRONOGRAFO BMW UNISEX,"CAJA DE ACERO FINO CUADRADA CON SATINADO PARCIAL, DIMENSIONES 42x50.5 MM DE ASPECTO ELEGANTE CON MOVIMIENTO DE CUARZO DE CRONOGRAFO SUIZO RONDA 5030 D. RESISTENTE A LA INMERSION HASTA 10 ATM.",ACERO FINO,02250404999907690,,,
80262406691,691,RELOJ PULSERA DEPORTIVO CRONOGRAFO BMW DE CABALLERO,"CAJA DE ACERO FINO DIAMETRO 43 MM DE ESTILO ELEGANTE Y DINAMICO CON MOVIMIENTO DE CUARZO SUIZO RONDA 5030 D, RESISTENTE A LA INMERSION HASTA 10 ATM",ACERO FINO,02250104999915691,,,
80262454852,852,BMW RELOJ X DRIVE,"Cronógrafo en el aspecto BMW X y con mecanismo de cuarzo suizo Ronda. La esfera negra redonda tiene contadores de 1/1 segundo, 30 minutos y 12 horas, función de cronómetro, pantalla pequeña de segundos y fecha, así como un anillo interior negro con pantalla de velocímetro. Los índices luminosos aseguran que sea fácil de leer. Un logotipo de BMW  decora la cara, con un  grabado con láser en la parte superior y posterior de la carcasa. Una correa de muñeca de cuero marrón con costuras X distintivas en un color contrastante. EHsta 10 ATM. Se suministra en una exclusiva caja marrón.",Acero inoxidable,02250404999911852,,,
80272287777,777,LLAVERO BMW SERIE 1,"LLAVERO CON INSCRIPCION ORIGINAL CORRESPONDIENTE AL MODELO DE AUTO, ES MANEJABLE GRACIAS A LA FLEXIBLE ARTICULACION DOBLE.",METAL,02110404999903777,,,
80272287778,778,LLAVERO BMW SERIE 3,"LLAVERO CON INSCRIPCION ORIGINAL CORRESPONDIENTE AL MODELO DE AUTO, ES MANEJABLE GRACIAS A LA FLEXIBLE ARTICULACION DOBLE.",METAL,02110404999903778,,,
80272287779,779,LLAVERO BMW SERIE 5,"LLAVERO CON INSCRIPCION ORIGINAL CORRESPONDIENTE AL MODELO DE AUTO, ES MANEJABLE GRACIAS A LA FLEXIBLE ARTICULACION DOBLE.",METAL,02110404999903779,,,
80272287780,780,LLAVERO BMW SERIE 6,"LLAVERO CON INSCRIPCION ORIGINAL CORRESPONDIENTE AL MODELO DE AUTO, ES MANEJABLE GRACIAS A LA FLEXIBLE ARTICULACION DOBLE.",METAL,02110404999903780,,,
80272287783,783,LLAVERO BMW X1,"LLAVERO CON INSCRIPCION ORIGINAL CORRESPONDIENTE AL MODELO DE AUTO, ES MANEJABLE GRACIAS A LA FLEXIBLE ARTICULACION DOBLE.",METAL,02110404999903783,,,
80272287784,784,LLAVERO BMW X3,"LLAVERO CON INSCRIPCION ORIGINAL CORRESPONDIENTE AL MODELO DE AUTO, ES MANEJABLE GRACIAS A LA FLEXIBLE ARTICULACION DOBLE.",METAL,02110404999903784,,,
80272287785,785,LLAVERO BMW X5,"LLAVERO CON INSCRIPCION ORIGINAL CORRESPONDIENTE AL MODELO DE AUTO, ES MANEJABLE GRACIAS A LA FLEXIBLE ARTICULACION DOBLE.",METAL,02110404999903785,,,
80272287786,786,LLAVERO BMW X6,"LLAVERO CON INSCRIPCION ORIGINAL CORRESPONDIENTE AL MODELO DE AUTO, ES MANEJABLE GRACIAS A LA FLEXIBLE ARTICULACION DOBLE.",METAL,02110404999903786,,,
80272354146,146,LLAVERO BMW SERIE 4,"LLAVERO CON INSCRIPCION ORIGINAL CORRESPONDIENTE AL MODELO DE AUTO, ES MANEJABLE GRACIAS A LA FLEXIBLE ARTICULACION DOBLE.",METAL,02110404999903146,,,
80272354147,147,LLAVERO BMW SERIE 2,"LLAVERO CON INSCRIPCION ORIGINAL CORRESPONDIENTE AL MODELO DE AUTO, ES MANEJABLE GRACIAS A LA FLEXIBLE ARTICULACION DOBLE.",METAL,02110404999903147,,,
80272359626,626,LLAVERO BMW X4,"LLAVERO CON INSCRIPCION ORIGINAL CORRESPONDIENTE AL MODELO DE AUTO, ES MANEJABLE GRACIAS A LA FLEXIBLE ARTICULACION DOBLE.",METAL,02110404999903626,,,
80272454662,662,LLAVERO X7,"Exclusivo llavero de acero inoxidable, X7",Acero inoxidable,02110404999915662,,,
80272463178,178,CORREA BMW CUERO ,Correa de cuero de alta calidad con costura distintiva. Descripción del producto: - Bordado basado en el bordado de cuero del volante de BMW. - Cierre de seguridad con imán en la parte posterior. - Mosquetón y anilla de metal.,CUERO,02310404999907178,,,
80272466304,304,LLAVERO BMW DISC ,Llavero con logotipo de BMW grande. Descripción del producto: - Logotipo de BMW grande a color. - Diseño de disco en acero inoxidable. - Superficie pulida - Anillos adicionales en 2 tamaños. - Fabricado en Alemania. ,"Acero inoxidable, aluminio con laca ",02110404999915304,,,
80272466305,305,LLAVERO DE BMW CON TIRA DE CUERO ,Llavero con tira de cuero. Descripción del producto: - Logotipo de BMW a color - Anillo de acero inoxidable - Fabricado en Alemania. ,"Acero inoxidable, cuero, aluminio ",02110404999902305,,,
80272466306,306,LLAVERO BMW CON MEDALLA ,Llavero con logotipo de BMW grabado. Descripción del producto: - Arco de resorte con mecanismo de giro para facilitar el cambio de llave. - Con logotipo grande de BMW - Fabricado en Alemania,Acero inoxidable ,02110404999915306,,,
80272467723,723,LLAVERO DE CUERO,"Cordón con estética de cinturón de seguridad, con las letras de BMW y llavero desmontable",Cuero,02110404999914723,,,
80292463179,179,FUNDA DE MÓVIL BMW CON COMPARTIMENTOS PARA TARJETAS - IPHONE X,Funda de cuero para el iPhone X con compartimentos para tarjetas. Descripción del producto: - Dos compartimentos para tarjetas en la parte posterior. - Puede utilizarse en combinación con la llave digital BMW. - Ranuras para tarjetas con la forma del bordado de los asientos del BMW Serie 8.,CUERO TPU,02050404999907179,,,
80422244249,249,BMW MINIATURE 1:43 3 SERIES TOURING F31,BMW MINIATURE 1:43 3 SERIES TOURING F31,METAL,02290406990301249,,,
80422244254,254,BMW MINIATURE 1:43 3 SERIES TOURING F31,BMW MINIATURE 1:43 3 SERIES TOURING F31,METAL,02290406990302254,,,
80422244265,265,BMW MINIATURE 1:43 3 SERIES TOURING F31,BMW MINIATURE 1:43 3 SERIES TOURING F31,METAL,02290406990303265,,,
80422297634,634,BMW MINIATURE 1:43 3 SERIES F34 GT,BMW MINIATURE 1:43 3 SERIES F34 GT,METAL,02290406990301634,,,
80422297635,635,BMW MINIATURE 1:43 3 SERIES F34 GT,BMW MINIATURE 1:43 3 SERIES F34 GT,METAL,02290406990307635,,,
80422297636,636,BMW MINIATURE 1:43 3 SERIES F34 GT,BMW MINIATURE 1:43 3 SERIES F34 GT,METAL,02290406990305636,,,
80422318856,856,BMW MINIATURE 1:43 4 SERIES COUPé F32,BMW MINIATURE 1:43 4 SERIES COUPé F32,METAL,02290406990307856,,,
80422318858,858,BMW MINIATURE 1:43 4 SERIES COUPé F32,BMW MINIATURE 1:43 4 SERIES COUPé F32,METAL,02290406990302858,,,
80422318860,860,BMW MINIATURE 1:43 4 SERIES COUPé F32,BMW MINIATURE 1:43 4 SERIES COUPé F32,METAL,02290406990305860,,,
80422318969,969,BMW MINIATURE 1:43 X5 (F15),BMW MINIATURE 1:43 X5 (F15),METAL,02290406990311969,,,
80422318973,973,BMW MINIATURE 1:43 X5 (F15),BMW MINIATURE 1:43 X5 (F15),METAL,02290406990301973,,,
80422318974,974,BMW MINIATURE 1:43 X5 (F15),BMW MINIATURE 1:43 X5 (F15),METAL,02290406990307974,,,
80422320102,102,BMW MINIATURE 1:43 I3 (I01),BMW MINIATURE 1:43 I3 (I01),METAL,02290406990318102,,,
80422320105,105,BMW MINIATURE 1:43 I3 (I01),BMW MINIATURE 1:43 I3 (I01),METAL,02290406990318105,,,
80422320106,106,BMW MINIATURE 1:43 I3 (I01),BMW MINIATURE 1:43 I3 (I01),METAL,02290406990318106,,,
80422336837,837,BMW MINIATURE 1:43 I8 (I12),BMW MINIATURE 1:43 I8 (I12),METAL,02290406990318837,,,
80422336838,838,BMW MINIATURE 1:43 I8 (I12),BMW MINIATURE 1:43 I8 (I12),METAL,02290406990318838,,,
80422336839,839,BMW MINIATURE 1:43 I8 (I12),BMW MINIATURE 1:43 I8 (I12),METAL,02290406990318839,,,
80422336865,865,BMW MINIATURE 1:43 4 SERIES CONV. F33,BMW MINIATURE 1:43 4 SERIES CONV. F33,METAL,02290406990302865,,,
80422336866,866,BMW MINIATURE 1:43 4 SERIES CONV. F33,BMW MINIATURE 1:43 4 SERIES CONV. F33,METAL,02290406990307866,,,
80422336867,867,BMW MINIATURE 1:43 4 SERIES CONV. F33,BMW MINIATURE 1:43 4 SERIES CONV. F33,METAL,02290406990301867,,,
80422336868,868,BMW MINIATURE 1:43 2 SERIES COUPé F22,BMW MINIATURE 1:43 2 SERIES COUPé F22,METAL,02290406990307868,,,
80422336869,869,BMW MINIATURE 1:43 2 SERIES COUPé F22,BMW MINIATURE 1:43 2 SERIES COUPé F22,METAL,02290406990301869,,,
80422336870,870,BMW MINIATURE 1:43 2 SERIES COUPé F22,BMW MINIATURE 1:43 2 SERIES COUPé F22,METAL,02290406990305870,,,
80422348082,082,BMW MINIATURE 1:43 M3 E92 DTM 2012,BMW MINIATURE 1:43 M3 E92 DTM 2012,METAL,02290406990301082,,,
80422348787,787,BMW MINIATURE 1:43 X4 F26,BMW MINIATURE 1:43 X4 F26,METAL,02290406990303787,,,
80422348788,788,BMW MINIATURE 1:43 X4 F26,BMW MINIATURE 1:43 X4 F26,METAL,02290406990307788,,,
80422348789,789,BMW MINIATURE 1:43 X4 F26,BMW MINIATURE 1:43 X4 F26,METAL,02290406990305789,,,
80422348790,790,BMW MINIATURE 1:43 4 SERIES F36,BMW MINIATURE 1:43 4 SERIES F36,METAL,02290406990307790,,,
80422348791,791,BMW MINIATURE 1:43 4 SERIES F36,BMW MINIATURE 1:43 4 SERIES F36,METAL,02290406990303791,,,
80422348792,792,BMW MINIATURE 1:43 4 SERIES F36,BMW MINIATURE 1:43 4 SERIES F36,METAL,02290406990302792,,,
80432318989,989,MINIATURA BMW  X5 (F15) ESCALA 1:18,Miniatura de X5 (F15),METAL,02290406990211989,,,
80432336840,840,Miniaturas BMW i8 (I12) ESCALA 1:18,"La miniatura i8 convence gracias a su diseño único y se suministra en
tres escalas diferentes. En la escala 1:18 es posible abrir las puertas, los
neumáticos son de goma y los cinturones están fabricados con el
material con el que se fabrican los cinturones reales.",METAL,02290406990202840,,,
80432336841,841,Miniaturas BMW i8 (I12) ESCALA 1:18,"La miniatura i8 convence gracias a su diseño único y se suministra en
tres escalas diferentes. En la escala 1:18 es posible abrir las puertas, los
neumáticos son de goma y los cinturones están fabricados con el
material con el que se fabrican los cinturones reales.",METAL,02290406990201841,,,
80432336842,842,Miniaturas BMW i8 (I12) ESCALA 1:18,"La miniatura i8 convence gracias a su diseño único y se suministra en
tres escalas diferentes. En la escala 1:18 es posible abrir las puertas, los
neumáticos son de goma y los cinturones están fabricados con el
material con el que se fabrican los cinturones reales.",METAL,02290406990207842,,,
80432352457,457,BMW MINIATURA 1:18 X4 F26,BMW MINIATURA 1:18 X4 F26,METAL,02290406990209457,,,
80432352459,459,BMW MINIATURA 1:18 X4 F26,BMW MINIATURA 1:18 X4 F26,METAL,02290406990202459,,,
80432352461,461,BMW MINIATURA 1:18 X4 F26,BMW MINIATURA 1:18 X4 F26,METAL,02290406990203461,,,
80432360449,449,BMW MINIATURA E92 M3 DTM 2013 ICE ,BMW MINIATURA E92 M3 DTM 2013 ICE ,METAL,02290406990205449,,,
80432360450,450,BMW MINIATUR F02 750LI LCI,BMW MINIATUR F02 750LI LCI,METAL,02290406990203450,,,
80432360452,452,BMW MINIATUR F02 750LI LCI,BMW MINIATUR F02 750LI LCI,METAL,02290406990207452,,,
80432406146,146,"BMW MINIATURA, VISION CAR",MINIATURA FUTURISTA BMW ELAORADA POR EL AVIVERSARIO 100 DE BMW GROUP,METAL,02290406990212146,,,
80432411547,547,BMW MINIATURA 507 HERITAGE,MINIATURA ICONIC DE CONVERTIBLE 507 DE 1950 CON RIÑONES LATERALES,METAL,02290406990207547,,,
80432411548,548,BMW MINIATURA 328 ROADSTER HERITAGE,MINIATURA DEL LEGENDARIO BMW 328 CON CARACTERISTICAS INTEGRADAS Y DISEÑO DEL LOGO BMW DE 1930,METAL,02290406990201548,,,
80432411549,549,BMW MINIATURA M1 HERITAGE,"MINIATURA DEL M1 CARRO DEPORTIVO, REPRODUCCCION DETALLADA DEL DISTINTIVO DISEÑO GIUGIARIO.",METAL,02290406990213549,,,
80432411550,550,BMW MINIATURA 3.0 CSL HERITAGE,MINIATURA DEL LEGANDARIO AUTO TOURING CON REPRODUCCON AERODINAMICA,METAL,02290406990201550,,,
80432411551,551,BMW MINIATURA Z8 HERITAGE CONVERTIBLE,LEGANDARIO AUTO DE JAMES BOND EN FORMATO MINIATURA,METAL,02290406990203551,,,
80432413751,751,BMW MINIATURA 328 HOMMAGE,MINIATURA DEL LEGANDARIO BMW 328 PINTADO Y REPLICADO CON LOOK DE CARBONO,METAL,02290406990207751,,,
80432413752,752,BMW MINIATURA M1 HOMMAGE,EDICION ESPECIAL,METAL,02290406990213752,,,
80432413753,753,BMW MINIATURA 3.0 CSL HOMMAGE,MODELO LEGENDARIO CON DISEÑO DE NARIZ DE TIBURÓN Y SPOILER POSTEIOR. EDICION ESPECIAL,METAL,02290406990209753,,,
80432450998,998,MINIATURA BMW Z4 ,"Miniatura diecast con puertas, así como capó para abrir. Descripción del producto: - Modelo de lanzamiento en color original. - Interior detallado. - Flocado en el habitáculo. - Neumáticos de goma.",Diecast con piezas de plástico,02290406990205998,,,
80432454784,784,MINIATURA BMW i8 ROADSTER ,Miniatura sin partes que puedan abrirse. Descripción del producto: - Modelo de lanzamiento en color original. - Interior detallado. - Flocado en el habitáculo. - Neumáticos de goma.,METAL,02290406990212784,,,
80432454789,789,MINIATURA BMW M3 R. RAVAGLIA ,Miniatura diecast sin partes que puedan abrirse. Descripción del producto: - Heritage Racing Collection. - Pilotos BMW: Roberto Ravaglia. - 1erpuesto en el Campeonato Alemán de Turismos 1989.,METAL,02290406990201789,,,
80432454792,792,MINIATURA BMW 3.0 CSL 25 ,Miniatura diecast sin partes que puedan abrirse. Descripción del producto: - Heritage Racing Collection. - Pilotos BMW: Hans-Joachim Stuck. - 1erpuesto Serie IMSA 1975,METAL,02290406990201792,,,
80442411558,558,BMW  RC MINIATURA I8,AUTO A CONTROL REMOTO INSPIRADO EN EL i8,METAL,02330305990107558,,,
80442411559,559,BMW RC MINIATURA M4 COUPé,AUTO A CONTROL REMOTO INSPIRADO EN EL M4,METAL,02330305990109559,,,
80922413146,146,BMW SEGURO DE BICICLETA,"Sólo 1.050 g de peso y 0,9 m de largo. Candado de acero
inoxidable.
Varillas de 5 mm de grosor y cuerpo del candado de acero
especialmente endurecido. Revestimiento extra-suave de
2 componentes de las articulaciones que evita daños en la
pintura de la bicicleta. El cilindro permite un cierre sumamente
cómodo y presenta una elevada resistencia contra la
manipulación. Sólo 1.050 g de peso y 0,9 m de largo.",CANDADO DE ACERO INOXIDABLE,02150403999907146,,,
80932413151,151,BMW COCHE ELECTRICO I8 SPYDER RIDEON,"Vehículo eléctrico con velocidad máxima 4 km/h - Tiempo de funcionamiento: de 1 a 2 h y tiempo de carga: de 8 a 12 h - Bocina integrada Radio integrada con interfaz MP3 - Sonido de intermitentes y motor para una sensación de conducción real - Peso: 12,5 kg - Plástico sin sustancias tóxicas - 2 motores de 6 voltios y batería de 12 voltios - Dimensiones: 122 cm x 64,5 cm x 53 cm.",PLASTICO NO TOXICO,02340305999907151,,,
